,Vegan,school,starbucks,night_club,airport,latitude,longitude,city,total_Rating
661,10,10,10,10,6,43.66627768,-79.404126875,Toronto,9.2
662,10,10,10,10,6,43.65093384,-79.404126875,Toronto,9.2
663,10,10,10,10,6,43.63559,-79.404126875,Toronto,9.2
664,10,10,6,0,8,43.7123092,-79.42222425,Toronto,6.8
665,10,10,6,0,8,43.69696536,-79.42222425,Toronto,6.8
666,10,10,6,0,6,43.68162152,-79.42222425,Toronto,6.4
667,10,10,8,10,6,43.66627768,-79.42222425,Toronto,8.8
668,10,10,10,10,6,43.65093384,-79.42222425,Toronto,9.2
669,10,10,10,10,6,43.63559,-79.42222425,Toronto,9.2
670,10,10,0,2,8,43.7123092,-79.44032162500001,Toronto,6.0
671,10,10,2,4,8,43.69696536,-79.44032162500001,Toronto,6.8
672,10,10,0,6,6,43.68162152,-79.44032162500001,Toronto,6.4
673,10,10,4,10,6,43.66627768,-79.44032162500001,Toronto,8.0
674,10,10,10,10,6,43.65093384,-79.44032162500001,Toronto,9.2
675,10,10,4,10,6,43.63559,-79.44032162500001,Toronto,8.0
676,10,10,2,4,8,43.7123092,-79.458419,Toronto,6.8
677,8,10,2,4,8,43.69696536,-79.458419,Toronto,6.4
678,10,10,0,10,6,43.68162152,-79.458419,Toronto,7.2
679,10,10,2,10,6,43.66627768,-79.458419,Toronto,7.6
680,10,10,4,10,6,43.65093384,-79.458419,Toronto,8.0
681,6,10,0,2,6,43.63559,-79.458419,Toronto,4.8
682,2,8,0,6,6,52.547574,13.4663753,Berlin,4.4
683,0,8,0,8,6,52.53227775,13.4663753,Berlin,4.4
684,10,10,0,10,6,52.5169815,13.4663753,Berlin,7.2
685,10,10,2,10,6,52.50168525,13.4663753,Berlin,7.6
686,4,6,0,6,6,52.486389,13.4663753,Berlin,4.4
687,10,10,0,8,6,52.547574,13.439663685714285,Berlin,6.8
688,10,10,0,8,6,52.53227775,13.439663685714285,Berlin,6.8
689,10,10,4,10,6,52.5169815,13.439663685714285,Berlin,8.0
690,10,10,4,10,6,52.50168525,13.439663685714285,Berlin,8.0
691,10,10,0,10,6,52.486389,13.439663685714285,Berlin,7.2
692,10,10,0,10,4,52.547574,13.41295207142857,Berlin,6.8
693,10,10,8,10,6,52.53227775,13.41295207142857,Berlin,8.8
694,10,10,8,10,6,52.5169815,13.41295207142857,Berlin,8.8
695,10,10,0,10,6,52.50168525,13.41295207142857,Berlin,7.2
696,10,10,0,10,6,52.486389,13.41295207142857,Berlin,7.2
697,10,10,2,10,4,52.547574,13.386240457142856,Berlin,7.2
698,10,10,6,10,6,52.53227775,13.386240457142856,Berlin,8.4
699,10,10,10,10,6,52.5169815,13.386240457142856,Berlin,9.2
700,10,10,10,10,6,52.50168525,13.386240457142856,Berlin,9.2
701,10,10,0,8,6,52.486389,13.386240457142856,Berlin,6.8
702,8,10,0,10,4,52.547574,13.359528842857143,Berlin,6.4
703,10,10,2,8,4,52.53227775,13.359528842857143,Berlin,6.8
704,10,10,8,10,6,52.5169815,13.359528842857143,Berlin,8.8
705,10,10,4,10,6,52.50168525,13.359528842857143,Berlin,8.0
706,10,10,0,10,6,52.486389,13.359528842857143,Berlin,7.2
707,4,10,0,10,4,52.547574,13.332817228571429,Berlin,5.6
708,10,10,2,10,4,52.53227775,13.332817228571429,Berlin,7.2
709,10,10,8,10,6,52.5169815,13.332817228571429,Berlin,8.8
710,10,10,10,10,6,52.50168525,13.332817228571429,Berlin,9.2
711,10,10,0,10,6,52.486389,13.332817228571429,Berlin,7.2
712,0,6,6,10,4,52.547574,13.306105614285714,Berlin,5.2
713,0,10,2,8,4,52.53227775,13.306105614285714,Berlin,4.8
714,10,10,6,10,4,52.5169815,13.306105614285714,Berlin,8.0
715,10,10,8,10,6,52.50168525,13.306105614285714,Berlin,8.8
716,2,10,0,10,6,52.486389,13.306105614285714,Berlin,5.6
717,0,10,6,10,4,52.547574,13.279394,Berlin,6.0
718,0,10,0,2,4,52.53227775,13.279394,Berlin,3.2
719,6,10,0,4,4,52.5169815,13.279394,Berlin,4.8
720,6,10,2,10,4,52.50168525,13.279394,Berlin,6.4
721,2,10,0,8,4,52.486389,13.279394,Berlin,4.8
722,0,0,0,0,2,33.79802,-84.2995,Atlanta,0.4
723,0,0,0,0,2,33.78154666666667,-84.2995,Atlanta,0.4
724,0,0,0,0,4,33.76507333333333,-84.2995,Atlanta,0.8
725,0,0,0,0,4,33.7486,-84.2995,Atlanta,0.8
726,0,0,0,0,4,33.79802,-84.3215242,Atlanta,0.8
727,0,0,0,0,6,33.78154666666667,-84.3215242,Atlanta,1.2
728,0,0,0,0,6,33.76507333333333,-84.3215242,Atlanta,1.2
729,0,0,0,0,6,33.7486,-84.3215242,Atlanta,1.2
730,0,0,0,0,6,33.79802,-84.3435484,Atlanta,1.2
731,0,0,0,0,6,33.78154666666667,-84.3435484,Atlanta,1.2
732,0,0,0,0,6,33.76507333333333,-84.3435484,Atlanta,1.2
733,0,0,0,0,6,33.7486,-84.3435484,Atlanta,1.2
734,0,0,0,0,8,33.79802,-84.3655726,Atlanta,1.6
735,0,0,0,0,6,33.78154666666667,-84.3655726,Atlanta,1.2
736,0,0,0,0,6,33.76507333333333,-84.3655726,Atlanta,1.2
737,0,0,0,0,6,33.7486,-84.3655726,Atlanta,1.2
738,0,0,0,0,8,33.79802,-84.3875968,Atlanta,1.6
739,0,0,0,0,8,33.78154666666667,-84.3875968,Atlanta,1.6
740,0,0,0,0,6,33.76507333333333,-84.3875968,Atlanta,1.2
741,0,0,0,0,6,33.7486,-84.3875968,Atlanta,1.2
742,0,0,0,0,8,33.79802,-84.409621,Atlanta,1.6
743,0,0,0,0,8,33.78154666666667,-84.409621,Atlanta,1.6
744,0,0,0,0,8,33.76507333333333,-84.409621,Atlanta,1.6
745,0,0,0,0,6,33.7486,-84.409621,Atlanta,1.2
746,0,0,0,0,4,52.205194,0.1987426,Cambridge,0.8
747,0,0,0,0,4,52.1963733,0.1987426,Cambridge,0.8
748,0,0,0,0,4,52.205194,0.16466530000000001,Cambridge,0.8
749,0,0,0,0,4,52.1963733,0.16466530000000001,Cambridge,0.8
750,0,0,0,0,4,52.205194,0.130588,Cambridge,0.8
751,0,0,0,0,4,52.1963733,0.130588,Cambridge,0.8
